source,title,description,publish_datetime,sentiment,symbol
economictimes,Pfizer shares jump 8% on Medicaid deal with Trump,"Pfizer shares surged after the US drugmaker agreed to lower prescription drug costs for Medicaid under a deal with the Trump administration. The agreement includes a $70 billion investment in R&amp;D and domestic manufacturing, a three-year tariff grace period, and participation in the White House’s TrumpRx platform launching in 2026, offering many treatments at an average 50% discount.",2025-10-01 04:12:18,positive,General
economictimes,"Sensex rises over 200 pts, Nifty above 24,650 ahead of RBI MPC meet outcome; auto, pharma stocks gain","Indian benchmark indices, Nifty and Sensex, opened marginally higher on Wednesday, October 1, as investors awaited the RBI MPC meeting outcome. The RBI is widely expected to maintain interest rates at 5.50%. If these gains persist, it would end an eight-day losing streak for frontline indices, with Auto and Pharma performing well.",2025-10-01 04:00:02,positive,General
economictimes,BOJ eyes potential rate hike in October,,2025-10-01 03:51:07,negative,General
economictimes,"Man Industries in focus as Sedi imposes 2-year ban, company shares business outlook","Man Industries shares: SEBI barred the company and top executives from market access for two years over alleged fund diversion. The company clarified that the case involved legacy compliance lapses (FY2015–21) around a subsidiary’s consolidation, now resolved. It said the Rs 25 lakh penalty won’t affect finances.",2025-10-01 03:42:57,negative,MANINDS
economictimes,NALCO among 4 stocks that show Bullish Candlestick Pattern,,2025-10-01 03:37:27,positive,General
economictimes,RateGain Travel Tech shares in focus on acquiring US-based marketing firm for $250 million,"RateGain Travel Technologies will acquire US-based Sojern Inc. and its subsidiaries for $250 million in an all-cash deal via its UK arm. Sojern, which reported $172.2 million revenue in 2024, offers AI-driven marketing solutions for the travel and hospitality sector. The acquisition aims to expand RateGain’s suite of offerings and is subject to regulatory approvals.",2025-10-01 03:30:05,positive,RATEGAIN
economictimes,Tata Motors shares in focus as demerger takes effect on October 1,"Tata Motors share price: Tata Motors’ demerger takes effect on October 1, splitting its commercial and passenger vehicle businesses into two independent entities. The PV arm becomes Tata Motors Passenger Vehicles Ltd, while the CV segment will list separately as Tata Motors Ltd, with shareholders receiving shares in a 1:1 ratio.",2025-10-01 03:26:59,neutral,TATAMOTORS
economictimes,Bharti Airtel shares in focus on partnership with Swift Navigation to launch spatial precision solution,"Bharti Airtel share price: Bharti Airtel has partnered with Swift Navigation to launch India’s first AI/ML-powered cloud-based precise positioning service, offering centimetre-level location accuracy. The solution targets smart tolling, autonomous vehicles, logistics, railways, and agriculture, with initial deployment in NCR and plans for nationwide expansion.",2025-10-01 02:52:49,positive,BHARTIARTL
economictimes,ICICI Bank shares in focus after receiving Rs 216 crore GST  notice,"ICICI Bank share price: ICICI Bank disclosed receiving a Rs 216.27 crore GST Show Cause Notice from the Mumbai East Commissionerate. The notice relates to services provided to customers maintaining minimum account balances. The bank is engaged in ongoing litigation on similar matters, with financial implications yet unclear.",2025-10-01 02:50:02,negative,General
economictimes,Tata Investment among 7 stocks closed crossing above VWAP,"When the closing price rises above the VWAP, it signifies that the closing price is higher than the average price at which it was traded throughout the day, with the average being weighted by trading volume.",2025-10-01 02:42:57,neutral,TATAINVEST
economictimes,Adani Ports and 4 other stocks showing Bullish RSI upswing,"""RSI trending up"" means that the Relative Strength Index (RSI) values are increasing, suggesting strengthening momentum in the stock price.",2025-10-01 02:36:33,positive,ADANIPORTS
economictimes,Tech Mahindra Share Price Live Updates: Tech Mahindra's Current Trading Status,,2025-10-01 02:34:58,neutral,General
economictimes,Adani Ent Share Price Live Updates: Adani Enterprises' Price Update,,2025-10-01 02:34:40,neutral,General
economictimes,HDFC Life Share Price Live Updates: HDFC Life's Current Price and Market Performance,,2025-10-01 02:34:40,neutral,General
economictimes,Tata Motors Share Price Live Updates: Tata Motors Breaks Through Technical Resistance,,2025-10-01 02:34:23,negative,General
economictimes,UltraTech Cem Share Price Live Updates: UltraTech Cement Price Drops Below 100-Day Average,,2025-10-01 02:34:22,negative,General
economictimes,Infosys Share Price Live Updates: Current trading status of Infosys,,2025-10-01 02:34:12,neutral,General
economictimes,TCS Share Price Live Updates: Current Price of TCS at Rs 2869.0,,2025-10-01 02:34:06,neutral,General
economictimes,Wipro Share Price Live Updates: Wipro's Market Update,,2025-10-01 02:34:05,neutral,General
economictimes,Kotak Bank Share Price Live Updates: Kotak Bank Climbs Above 100-Day EMA,,2025-10-01 02:33:56,positive,General
economictimes,UPL Share Price Live Updates: UPL's Current Trading Status,,2025-10-01 02:33:49,neutral,General
economictimes,JSW Steel Share Price Live Updates: JSW Steel's Monthly Performance Insights,,2025-10-01 02:33:48,neutral,General
economictimes,RIL Share Price Live Updates: RIL's Current Trading Status,,2025-10-01 02:33:38,neutral,General
economictimes,SBI Life Share Price Live Updates: SBI Life's Current Trading Status,,2025-10-01 02:33:33,neutral,General
economictimes,ONGC Share Price Live Updates: ONGC's Price Breakout Signals Bullish Trend,,2025-10-01 02:33:32,negative,General
economictimes,Power Grid Share Price Live Updates: Power Grid's Current Price and Market Performance,,2025-10-01 02:33:32,neutral,General
economictimes,Tata Steel Share Price Live Updates: Tata Steel's Struggles Continue Below Support Level,,2025-10-01 02:33:21,negative,General
economictimes,ICICI Bank Share Price Live Updates: ICICI Bank's Price Breakout Signals Strong Momentum,,2025-10-01 02:33:16,positive,General
economictimes,Cipla Share Price Live Updates: Cipla's Recent Performance,,2025-10-01 02:33:15,neutral,General
economictimes,Hero MotoCorp Share Price Live Updates: Hero MotoCorp Sees Slight Dip in Today's Trading,,2025-10-01 02:33:15,negative,General
economictimes,Bharti Airtel Share Price Live Updates: Bharti Airtel's Current Price and Market Performance,,2025-10-01 02:33:04,neutral,General
economictimes,Nestle India Share Price Live Updates: Nestle India Market Update: Price and Returns,,2025-10-01 02:32:59,neutral,General
economictimes,NTPC Share Price Live Updates: NTPC's Recent Performance,,2025-10-01 02:32:58,neutral,NTPC
economictimes,Divis Labs Share Price Live Updates: Divis Labs Price Movement Analysis,,2025-10-01 02:32:57,neutral,General
economictimes,M&amp;M Share Price Live Updates: M&amp;M Achieves New High Above 20-Day SMA,,2025-10-01 02:32:47,positive,General
economictimes,HCL Tech Share Price Live Updates: HCL Tech Sees Minor Gains Amidst Monthly Decline,,2025-10-01 02:32:42,positive,General
economictimes,Apollo Hospital Share Price Live Updates: Apollo Hospital's Price Movement and Volatility Insights,,2025-10-01 02:32:41,neutral,General
economictimes,"Stock Market Holiday: Are BSE, NSE open or closed today for Dussehra and Gandhi Jayanti?","Indian stock exchanges will remain shut on October 2 for Dussehra and Gandhi Jayanti, offering traders a break after recent volatility. The market has four more holidays this year, including a special afternoon Muhurat Trading session on October 21. Following a strong rebound, analysts anticipate sustained positive momentum for equities.",2025-10-02 02:30:00,positive,BSE
economictimes,US markets regulators start shuttering as government shutdown cuts federal funding,"U.S. market regulators began the process of furloughing workers on Wednesday as the federal government shut down after Congress failed to extend funding, curtailing key oversight functions, stymieing initial public offerings, and limiting some market and economic data.",2025-10-01 15:04:23,negative,General
economictimes,US stocks trade lower as government shutdown risks economic data delays,"US stock indexes declined Wednesday as soft private payrolls data intensified bets on a Federal Reserve rate cut. A looming federal government shutdown further heightened market uncertainty, risking delays in crucial economic reports like nonfarm payrolls. While healthcare stocks gained, communication services and tech sectors saw declines, reflecting investor caution amidst a fragile economic mood.",2025-10-01 13:39:17,negative,General
